Timestamp,Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Shift,Machine_Type,Material_Grade,Day_of_Week,Temperature_Pressure_Ratio,Total_Cycle_Time,Efficiency_Score,Machine_Utilization,Parts_Per_Hour
2023-01-07 18:00:00,228.9,94.2,45.0,11.0,387.1,27.6,12.8,9.7,50,Day,Type_B,Standard,Saturday,2.431,56.0,0.061,0.108,15.0
2023-01-07 19:00:00,205.2,90.3,37.5,9.2,238.8,25.7,5.8,46.1,68,Evening,Type_C,Standard,Saturday,2.271,46.7,0.253,0.403,24.6
2023-01-07 20:00:00,226.6,130.3,27.4,12.9,180.8,27.0,10.2,95.5,48,Evening,Type_C,Standard,Tuesday,1.738,40.3,0.605,0.245,52.4
2023-01-07 21:00:00,220.0,150.0,42.3,12.2,130.9,21.3,10.9,36.8,54,Night,Type_C,Premium,Sunday,1.466,54.5,0.224,0.198,26.5
2023-01-07 22:00:00,224.9,135.8,45.0,12.9,157.3,26.5,9.2,28.2,61,Evening,Type_C,Standard,Sunday,1.656,57.9,0.163,0.268,16.3
2023-01-07 23:00:00,237.8,123.5,45.0,12.5,162.0,24.3,6.0,19.5,49,Night,Type_B,Standard,Monday,1.926,57.5,0.123,0.453,15.0
2023-01-08 00:00:00,212.1,123.9,22.1,13.3,370.0,28.0,9.1,14.6,41,Evening,Type_B,Standard,Sunday,1.711,35.4,0.097,0.314,39.1
2023-01-08 01:00:00,206.0,127.8,31.7,15.6,253.3,26.8,5.8,14.1,58,Night,Type_C,Standard,Tuesday,1.612,47.3,0.083,0.436,24.9
2023-01-08 02:00:00,204.3,126.4,39.8,13.4,275.0,26.0,2.2,31.3,45,Day,Type_C,Premium,Friday,1.617,53.2,0.202,0.663,25.6
2023-01-08 03:00:00,205.2,119.2,45.0,9.4,125.7,26.5,14.9,42.7,48,Night,Type_A,Premium,Wednesday,1.721,54.4,0.271,0.005,15.0
2023-01-08 04:00:00,214.1,116.6,34.0,15.4,170.8,23.5,2.8,35.0,52,Evening,Type_A,Economy,Sunday,1.837,49.4,0.216,0.603,44.4
2023-01-08 05:00:00,219.1,114.1,32.4,16.1,319.3,28.0,2.0,7.6,62,Day,Type_C,Standard,Monday,1.921,48.5,0.044,0.597,29.3
2023-01-08 06:00:00,218.3,103.7,45.0,19.9,266.7,28.0,13.3,21.4,51,Day,Type_A,Economy,Thursday,2.105,64.9,0.133,0.084,15.0
2023-01-08 07:00:00,224.9,110.8,45.0,9.2,234.1,26.2,5.2,48.1,62,Night,Type_C,Premium,Wednesday,2.03,54.2,0.276,0.45,15.3
2023-01-08 08:00:00,215.2,89.6,42.3,12.6,289.9,28.0,10.1,20.4,47,Day,Type_A,Standard,Wednesday,2.401,54.9,0.13,0.25,15.0
2023-01-08 09:00:00,232.4,113.5,29.8,8.0,399.7,24.2,5.6,24.1,48,Day,Type_A,Standard,Friday,2.048,37.8,0.152,0.476,39.9
2023-01-08 10:00:00,211.8,100.2,24.9,13.4,229.0,23.8,6.5,45.2,53,Day,Type_A,Economy,Monday,2.115,38.3,0.277,0.417,50.2
2023-01-08 11:00:00,247.6,98.4,42.6,10.6,249.8,25.4,4.7,33.5,52,Evening,Type_A,Premium,Friday,2.516,53.2,0.206,0.51,30.1
2023-01-08 12:00:00,222.5,117.7,45.0,16.8,259.2,26.2,5.8,16.8,42,Night,Type_A,Standard,Sunday,1.89,61.8,0.111,0.484,15.0
2023-01-08 13:00:00,204.7,135.9,36.3,10.1,400.0,24.5,6.7,68.7,56,Day,Type_B,Standard,Saturday,1.507,46.3,0.412,0.396,36.7
2023-01-08 14:00:00,202.1,128.8,45.0,8.0,130.3,26.3,11.1,6.3,30,Day,Type_B,Economy,Saturday,1.57,53.0,0.045,0.222,15.0
2023-01-08 15:00:00,220.8,91.4,45.0,10.8,300.4,25.8,8.2,120.0,34,Night,Type_C,Economy,Wednesday,2.415,55.8,0.83,0.378,19.0
2023-01-08 16:00:00,212.3,100.2,45.0,8.0,236.4,23.2,14.2,4.8,50,Evening,Type_B,Economy,Wednesday,2.12,53.0,0.03,0.04,15.0
2023-01-08 17:00:00,223.6,129.1,22.0,13.9,290.0,26.2,1.6,1.5,45,Night,Type_B,Economy,Thursday,1.732,35.9,0.009,0.693,42.5
2023-01-08 18:00:00,220.7,100.3,32.0,8.0,200.9,26.9,8.0,67.2,47,Day,Type_B,Premium,Monday,2.201,40.0,0.429,0.355,43.3
2023-01-08 19:00:00,214.1,111.6,43.6,12.1,241.1,25.5,9.2,9.4,46,Day,Type_B,Premium,Sunday,1.918,55.6,0.061,0.299,15.0
2023-01-08 20:00:00,204.8,123.3,37.0,8.0,302.9,27.4,13.9,40.2,48,Day,Type_B,Premium,Monday,1.662,45.0,0.255,0.057,24.7
2023-01-08 21:00:00,196.8,100.5,45.0,11.2,400.0,22.6,1.7,51.0,41,Evening,Type_A,Standard,Sunday,1.959,56.2,0.338,0.706,15.0
2023-01-08 22:00:00,209.6,116.6,42.3,16.1,311.8,26.0,9.0,59.8,47,Day,Type_A,Economy,Monday,1.798,58.4,0.381,0.305,26.0
2023-01-08 23:00:00,225.3,95.0,18.8,12.9,189.7,22.7,13.0,120.0,55,Day,Type_A,Economy,Saturday,2.372,31.7,0.725,0.099,58.4
2023-01-09 00:00:00,217.6,106.0,45.0,9.8,215.5,22.8,4.4,11.4,61,Day,Type_A,Premium,Tuesday,2.053,54.8,0.066,0.492,15.0
2023-01-09 01:00:00,200.1,119.8,30.7,11.9,213.6,23.7,13.3,38.2,49,Day,Type_B,Standard,Monday,1.67,42.6,0.24,0.087,35.9
2023-01-09 02:00:00,217.1,91.1,26.9,12.0,142.8,23.1,1.3,4.7,66,Night,Type_A,Economy,Friday,2.383,39.0,0.026,0.613,33.3
2023-01-09 03:00:00,219.6,121.6,45.0,13.2,221.6,23.8,11.3,16.7,32,Day,Type_C,Standard,Tuesday,1.806,58.2,0.117,0.21,15.0
2023-01-09 04:00:00,204.4,114.7,45.0,8.6,304.9,24.4,14.1,57.5,49,Evening,Type_C,Premium,Friday,1.782,53.6,0.362,0.047,15.4
2023-01-09 05:00:00,216.8,123.3,45.0,13.5,167.0,26.5,10.2,14.7,54,Night,Type_C,Standard,Thursday,1.759,58.5,0.09,0.234,15.0
2023-01-09 06:00:00,215.7,118.4,39.9,8.0,335.1,24.2,7.1,27.8,45,Day,Type_C,Standard,Monday,1.822,47.9,0.18,0.406,20.6
2023-01-09 07:00:00,201.3,135.5,31.9,10.4,283.3,21.6,1.6,22.0,56,Evening,Type_A,Standard,Sunday,1.486,42.3,0.132,0.642,37.6
2023-01-09 08:00:00,219.3,116.9,38.3,10.8,196.3,27.0,13.9,32.1,55,Night,Type_B,Standard,Thursday,1.876,49.0,0.194,0.054,18.4
2023-01-09 09:00:00,221.7,108.6,25.5,13.6,234.5,23.1,7.6,109.2,56,Night,Type_A,Premium,Friday,2.042,39.1,0.655,0.356,50.2
2023-01-09 10:00:00,228.0,116.8,23.1,12.1,395.2,24.6,1.4,2.7,45,Day,Type_C,Economy,Thursday,1.951,35.1,0.018,0.702,42.7
2023-01-09 11:00:00,227.6,123.1,29.1,8.5,304.9,25.6,10.7,26.6,53,Day,Type_C,Standard,Friday,1.849,37.6,0.163,0.213,36.5
2023-01-09 12:00:00,198.5,115.7,45.0,9.5,245.3,25.0,7.7,60.6,51,Day,Type_C,Standard,Wednesday,1.715,54.5,0.376,0.36,17.1
2023-01-09 13:00:00,203.7,115.6,30.1,12.5,227.9,26.8,2.7,20.7,63,Evening,Type_B,Economy,Tuesday,1.762,42.6,0.118,0.56,30.0
2023-01-09 14:00:00,221.2,104.5,20.9,11.8,250.4,25.5,4.0,3.5,56,Evening,Type_C,Premium,Thursday,2.117,32.7,0.021,0.528,37.8
2023-01-09 15:00:00,221.2,105.1,34.4,10.6,209.9,22.8,1.9,25.7,55,Evening,Type_A,Premium,Wednesday,2.105,44.9,0.155,0.633,42.9
2023-01-09 16:00:00,221.2,94.0,29.9,10.8,130.1,28.0,9.0,13.1,47,Day,Type_A,Economy,Wednesday,2.354,40.7,0.084,0.304,38.5
2023-01-09 17:00:00,250.0,141.2,45.0,13.7,400.0,,9.7,6.1,58,Day,Type_C,Standard,Friday,1.77,58.7,0.036,0.25,17.3
2023-01-09 18:00:00,221.9,96.3,45.0,10.7,256.4,24.1,8.1,57.7,49,Evening,Type_B,Standard,Friday,2.303,55.7,0.363,0.348,20.4
2023-01-09 19:00:00,228.6,104.6,31.4,11.8,275.7,26.3,12.4,23.1,56,Day,Type_C,Standard,Monday,2.186,43.2,0.139,0.123,30.8
2023-01-09 20:00:00,226.4,104.2,39.9,17.4,240.5,24.9,13.1,82.2,46,Evening,Type_A,Premium,Wednesday,2.173,57.3,0.528,0.1,34.0
2023-01-09 21:00:00,222.8,128.4,41.1,8.4,196.3,25.1,9.6,50.2,51,Day,Type_C,Standard,Wednesday,1.735,49.6,0.312,0.267,28.0
2023-01-09 22:00:00,211.2,110.6,35.7,8.0,231.4,28.0,1.2,36.4,46,Day,Type_B,Premium,Monday,1.91,43.7,0.234,0.709,41.5
2023-01-09 23:00:00,224.1,133.7,33.5,14.0,151.4,23.7,10.7,1.2,44,Day,Type_C,Standard,Tuesday,1.676,47.4,0.007,0.222,31.7
2023-01-10 00:00:00,205.7,104.9,26.4,10.3,400.0,23.6,6.9,17.7,49,Day,Type_C,Standard,Monday,1.961,36.7,0.112,0.41,32.7
2023-01-10 01:00:00,212.2,119.2,20.2,11.2,169.0,24.4,8.9,7.6,47,Day,Type_C,Economy,Sunday,1.78,31.4,0.048,0.31,40.9
2023-01-10 02:00:00,209.2,102.5,26.3,10.0,179.5,26.3,10.1,73.5,58,Day,Type_A,Standard,Friday,2.041,36.4,0.435,0.233,52.1
2023-01-10 03:00:00,216.0,147.2,35.3,11.4,214.4,21.1,5.9,6.8,65,Day,Type_C,Premium,Monday,1.467,46.6,0.038,0.409,33.1
2023-01-10 04:00:00,242.8,97.2,22.4,16.0,360.1,20.2,13.8,11.1,53,Day,Type_A,Economy,Monday,2.498,38.4,0.068,0.057,42.5
2023-01-10 05:00:00,192.6,119.6,39.2,14.0,,22.9,2.9,22.8,44,Day,Type_A,Standard,Friday,1.61,53.2,0.148,0.63,21.6
2023-01-10 06:00:00,223.2,124.5,37.3,14.2,168.9,20.8,10.4,10.2,58,Evening,Type_B,Standard,Wednesday,1.793,51.4,0.06,0.218,27.6
2023-01-10 07:00:00,195.6,121.2,30.0,8.5,356.5,23.1,1.1,8.1,46,Day,Type_C,Economy,Saturday,1.614,38.4,0.052,0.716,27.4
2023-01-10 08:00:00,209.3,112.2,33.0,9.1,304.7,25.0,13.9,,36,Evening,Type_B,Standard,Sunday,1.865,42.1,0.194,0.058,30.8
2023-01-10 09:00:00,228.1,113.1,23.5,8.0,287.6,22.1,2.6,3.8,50,Evening,Type_C,Standard,Thursday,2.017,31.5,0.024,0.621,42.7
2023-01-10 10:00:00,215.8,115.7,45.0,10.0,303.3,21.0,2.3,2.8,58,Evening,Type_B,Standard,Tuesday,1.866,55.0,0.017,0.6,15.0
2023-01-10 11:00:00,202.1,112.8,45.0,14.4,400.0,24.0,5.7,15.0,65,Night,Type_A,Standard,Saturday,1.791,59.4,0.084,0.42,15.0
2023-01-10 12:00:00,206.4,129.5,24.6,13.3,400.0,25.5,6.2,39.3,64,Day,Type_C,Premium,Sunday,1.594,37.9,0.222,0.398,48.6
2023-01-10 13:00:00,223.2,148.2,24.8,11.4,199.1,20.4,4.0,25.3,53,Evening,Type_A,Standard,Thursday,1.506,36.2,0.155,0.539,55.2
2023-01-10 14:00:00,206.2,106.6,26.5,11.9,398.3,25.4,9.2,17.5,57,Night,Type_C,Standard,Friday,1.934,38.4,0.104,0.277,32.9
2023-01-10 15:00:00,217.6,94.5,44.4,10.3,274.5,25.3,7.2,26.0,39,Night,Type_A,Premium,Wednesday,2.304,54.7,0.175,0.419,15.8
2023-01-10 16:00:00,215.5,113.7,41.1,12.5,284.2,25.6,1.5,14.6,45,Day,Type_B,Premium,Wednesday,1.896,53.6,0.095,0.699,26.2
2023-01-10 17:00:00,207.2,150.0,45.0,13.9,147.3,26.1,5.5,83.5,52,Day,Type_B,Standard,Friday,1.381,58.9,0.515,0.47,31.7
2023-01-10 18:00:00,240.7,102.9,45.0,8.0,232.5,28.0,12.3,2.7,43,Day,Type_A,Standard,Sunday,2.338,53.0,0.018,0.139,15.0
2023-01-10 19:00:00,222.6,139.6,21.9,12.7,191.7,22.8,10.7,34.6,41,Evening,Type_A,Standard,Friday,1.595,34.7,0.229,0.23,54.7
2023-01-10 20:00:00,190.7,140.2,43.8,14.3,313.7,23.7,11.1,67.6,58,Evening,Type_A,Standard,Saturday,1.361,58.1,0.4,0.182,23.5
2023-01-10 21:00:00,217.2,106.7,45.0,11.0,337.4,22.6,10.8,49.9,50,Day,Type_A,Standard,Tuesday,2.036,56.0,0.312,0.211,19.4
2023-01-10 22:00:00,207.1,123.5,32.3,13.8,131.3,23.4,5.4,7.1,44,Evening,Type_A,Standard,Tuesday,1.676,46.0,0.046,0.502,31.1
2023-01-10 23:00:00,225.2,139.4,36.0,19.0,243.1,26.5,2.4,11.5,52,Evening,Type_B,Standard,Thursday,1.615,55.1,0.071,0.622,32.9
2023-01-11 00:00:00,205.5,109.3,34.1,11.7,342.6,20.7,4.8,38.9,56,Day,Type_C,Standard,Tuesday,1.88,45.9,0.233,0.489,29.5
2023-01-11 01:00:00,213.6,111.9,34.7,13.0,231.4,21.6,12.6,3.6,41,Night,Type_B,Economy,Friday,1.908,47.6,0.024,0.125,18.2
2023-01-11 02:00:00,221.1,106.3,45.0,10.2,304.5,26.0,14.7,51.1,53,Evening,Type_C,Economy,Tuesday,2.08,55.2,0.313,0.013,15.0
2023-01-11 03:00:00,225.4,99.8,45.0,12.5,271.9,25.3,7.9,39.1,58,Day,Type_B,Economy,Saturday,2.259,57.5,0.231,0.335,20.1
2023-01-11 04:00:00,200.6,105.3,45.0,13.2,271.1,22.5,1.1,40.2,49,Evening,Type_B,Economy,Saturday,1.906,58.2,0.253,0.698,17.1
2023-01-11 05:00:00,211.0,96.6,30.4,12.5,225.6,24.9,3.0,4.2,48,Day,Type_B,Standard,Thursday,2.183,42.9,0.026,0.61,34.4
2023-01-11 06:00:00,209.3,115.5,40.0,9.5,169.9,23.8,5.5,38.9,36,Evening,Type_B,Standard,Tuesday,1.812,49.4,0.266,0.519,25.8
2023-01-11 07:00:00,207.2,103.5,27.6,12.5,174.8,26.1,9.1,35.2,48,Night,Type_B,Standard,Friday,2.003,40.2,0.223,0.299,37.5
2023-01-11 08:00:00,236.2,118.5,28.5,15.7,302.7,23.2,2.1,54.3,45,Night,Type_A,Standard,Sunday,1.993,44.2,0.351,0.669,53.5
2023-01-11 09:00:00,219.9,91.7,35.5,13.1,246.1,25.1,14.2,2.3,57,Day,Type_C,Economy,Friday,2.399,48.6,0.014,0.038,15.0
2023-01-11 10:00:00,199.9,120.0,28.3,14.4,234.7,28.0,6.1,1.7,40,Day,Type_C,Standard,Monday,1.666,42.7,0.011,0.474,32.9
2023-01-11 11:00:00,226.0,127.5,29.6,11.4,215.5,,13.8,15.0,43,Day,Type_A,Economy,Monday,1.773,41.0,0.098,0.064,37.4
2023-01-11 12:00:00,240.5,85.1,39.6,13.9,223.3,23.0,11.9,5.8,51,Evening,Type_C,Standard,Wednesday,2.826,53.5,0.036,0.153,15.0
2023-01-11 13:00:00,227.4,120.6,43.5,12.7,335.0,24.3,11.6,25.5,49,Day,Type_A,Economy,Tuesday,1.885,56.2,0.161,0.172,20.7
2023-01-11 14:00:00,196.8,133.4,43.1,9.6,221.3,22.1,9.5,75.8,44,Evening,Type_A,Standard,Saturday,1.475,52.7,0.493,0.286,27.5
2023-01-11 15:00:00,209.2,96.9,43.3,12.8,163.6,27.6,9.8,15.9,42,Day,Type_A,Standard,Saturday,2.16,56.1,0.105,0.275,19.0
2023-01-11 16:00:00,230.2,140.1,23.9,9.5,305.9,23.1,9.9,56.9,43,Day,Type_C,Standard,Tuesday,1.643,33.4,0.372,0.265,49.9
2023-01-11 17:00:00,206.5,121.3,27.8,10.4,230.1,22.2,9.8,1.0,49,Day,Type_C,Standard,Wednesday,1.703,38.3,0.006,0.262,31.5
2023-01-11 18:00:00,220.3,104.4,36.8,12.5,247.0,21.0,8.8,6.5,47,Night,Type_C,Economy,Tuesday,2.11,49.3,0.042,0.319,15.0
2023-01-11 19:00:00,224.3,114.2,45.0,12.7,396.3,24.8,14.8,1.9,51,Evening,Type_A,Standard,Sunday,1.965,57.7,0.012,0.009,15.0
2023-01-11 20:00:00,203.9,123.4,45.0,9.0,243.2,24.3,11.3,12.9,60,Day,Type_B,Standard,Thursday,1.652,54.0,0.075,0.175,15.0
2023-01-11 21:00:00,214.3,116.1,40.6,14.6,266.9,21.6,11.9,72.6,45,Day,Type_B,Standard,Friday,1.845,55.2,0.469,0.161,25.2
2023-01-11 22:00:00,180.0,123.1,45.0,13.4,171.8,23.7,13.2,4.1,52,Evening,Type_A,Economy,Wednesday,1.462,58.4,0.025,0.088,15.0
2023-01-11 23:00:00,202.7,101.2,23.2,10.2,229.1,19.5,4.0,29.0,54,Day,Type_B,Standard,Friday,2.003,33.4,0.176,0.534,46.8
2023-01-12 00:00:00,212.0,117.5,45.0,8.2,293.8,22.8,2.2,19.0,63,Evening,Type_A,Standard,Wednesday,1.803,53.2,0.109,0.586,15.0
2023-01-12 01:00:00,200.0,93.8,45.0,11.6,153.5,23.3,7.8,84.6,41,Night,Type_A,Standard,Wednesday,2.133,56.6,0.561,0.384,19.9
2023-01-12 02:00:00,234.6,113.3,27.8,10.9,259.9,25.8,8.2,4.9,51,Evening,Type_B,Standard,Friday,2.07,38.7,0.031,0.338,32.5
2023-01-12 03:00:00,197.8,101.4,29.9,12.3,252.2,20.8,12.6,8.1,41,Evening,Type_B,Premium,Thursday,1.95,42.2,0.054,0.127,27.4
2023-01-12 04:00:00,209.7,104.0,45.0,11.1,247.7,19.8,7.2,1.9,45,Evening,Type_A,Standard,Tuesday,2.017,56.1,0.012,0.402,15.0
2023-01-12 05:00:00,216.6,133.5,36.7,8.0,334.0,20.5,9.0,18.1,57,Night,Type_A,Economy,Monday,1.622,44.7,0.108,0.286,20.6
2023-01-12 06:00:00,232.3,131.4,19.8,11.0,270.5,19.6,8.4,10.8,45,Night,Type_A,Economy,Wednesday,1.768,30.8,0.07,0.342,49.4
2023-01-12 07:00:00,197.8,124.1,30.5,11.2,381.2,24.9,1.5,62.2,70,Evening,Type_A,Premium,Wednesday,1.593,41.8,0.337,0.583,44.6
2023-01-12 08:00:00,229.0,98.6,45.0,13.6,181.6,,9.6,28.9,60,Day,Type_A,Economy,Friday,2.322,58.6,0.168,0.251,17.2
2023-01-12 09:00:00,215.1,110.3,32.9,10.3,254.9,22.8,12.6,29.6,65,Day,Type_A,Standard,Sunday,1.951,43.1,0.166,0.108,28.5
2023-01-12 10:00:00,203.2,133.2,32.9,16.2,251.0,24.5,3.2,23.8,49,Day,Type_B,Premium,Monday,1.526,49.1,0.15,0.594,40.3
2023-01-12 11:00:00,220.5,117.1,45.0,8.0,177.5,22.3,9.3,3.9,52,Evening,Type_B,Premium,Tuesday,1.883,53.0,0.024,0.28,15.0
2023-01-12 12:00:00,217.4,149.8,41.1,15.3,326.0,21.8,9.3,18.7,51,Evening,Type_C,Premium,Tuesday,1.451,56.4,0.116,0.283,21.7
2023-01-12 13:00:00,207.8,120.9,32.3,11.4,400.0,21.3,3.3,120.0,32,Day,Type_B,Economy,Thursday,1.719,43.7,0.84,0.655,40.7
2023-01-12 14:00:00,215.8,117.9,29.3,14.1,243.4,21.3,2.7,55.1,49,Day,Type_A,Premium,Wednesday,1.831,43.4,0.347,0.618,57.0
2023-01-12 15:00:00,210.4,110.4,45.0,12.2,284.7,18.8,14.7,68.2,53,Day,Type_A,Standard,Friday,1.906,57.2,0.418,0.014,5.0
2023-01-12 16:00:00,216.4,117.0,45.0,14.8,251.0,22.4,6.5,53.0,49,Night,Type_C,Standard,Tuesday,1.849,59.8,0.333,0.427,15.0
2023-01-12 17:00:00,222.9,112.7,43.3,11.0,197.5,21.8,4.2,4.3,51,Evening,Type_A,Standard,Thursday,1.978,54.3,0.026,0.537,24.1
2023-01-12 18:00:00,234.0,125.6,44.3,9.3,141.7,23.3,3.4,8.7,67,Evening,Type_A,Standard,Saturday,1.863,53.6,0.048,0.514,21.2
2023-01-12 19:00:00,200.1,129.4,34.7,15.6,198.0,22.0,10.3,1.1,54,Day,Type_A,Standard,Sunday,1.547,50.3,0.007,0.226,25.9
2023-01-12 20:00:00,240.6,103.2,40.9,11.7,161.2,21.4,9.5,11.9,40,Evening,Type_B,Premium,Sunday,2.331,52.6,0.079,0.292,24.3
2023-01-12 21:00:00,191.6,95.0,33.5,12.6,400.0,20.0,10.0,4.4,49,Day,Type_B,Economy,Saturday,2.016,46.0,0.028,0.251,15.0
2023-01-12 22:00:00,213.2,87.5,27.0,15.1,236.4,21.8,2.2,20.2,65,Evening,Type_C,Standard,Sunday,2.438,42.1,0.114,0.575,34.6
2023-01-12 23:00:00,222.1,122.6,41.5,9.4,220.6,23.1,13.5,34.9,52,Day,Type_C,Standard,Tuesday,1.811,50.9,0.215,0.074,22.6
2023-01-13 00:00:00,218.4,98.4,32.5,13.5,319.5,19.3,6.4,63.3,47,Day,Type_B,Standard,Tuesday,2.218,46.0,0.403,0.436,39.4
2023-01-13 01:00:00,207.5,82.7,42.3,10.5,,21.8,5.4,42.5,52,Day,Type_A,Premium,Monday,2.509,52.8,0.262,0.474,24.0
2023-01-13 02:00:00,212.5,120.8,45.0,11.7,194.4,22.0,7.5,84.7,44,Day,Type_A,Economy,Friday,1.759,56.7,0.551,0.391,31.0
2023-01-13 03:00:00,209.1,150.0,43.1,12.2,249.7,20.1,6.5,2.7,65,Night,Type_A,Standard,Sunday,1.394,55.3,0.015,0.384,15.0
2023-01-13 04:00:00,207.9,114.9,26.4,8.2,333.2,20.3,13.1,1.4,49,Day,Type_A,Premium,Tuesday,1.809,34.6,0.009,0.096,35.2
2023-01-13 05:00:00,225.2,127.6,31.3,10.1,284.4,21.9,14.0,33.5,58,Day,Type_A,Economy,Friday,1.765,41.4,0.198,0.047,40.9
2023-01-13 06:00:00,219.3,116.2,32.7,15.4,263.6,19.1,5.2,11.2,58,Evening,Type_A,Standard,Friday,1.887,48.1,0.067,0.462,35.2
2023-01-13 07:00:00,206.7,113.5,45.0,14.2,250.5,22.1,13.1,9.8,60,Night,Type_A,Standard,Sunday,1.821,59.2,0.057,0.089,15.0
2023-01-13 08:00:00,225.8,128.8,45.0,11.8,275.9,19.6,11.9,13.1,42,Day,Type_A,Standard,Friday,1.753,56.8,0.086,0.161,16.9
2023-01-13 09:00:00,218.7,110.6,28.3,12.6,260.0,23.4,14.0,10.4,46,Evening,Type_C,Economy,Sunday,1.976,40.9,0.067,0.05,22.2
2023-01-13 10:00:00,224.8,119.0,23.8,11.3,179.6,26.0,4.4,22.5,59,Night,Type_B,Premium,Wednesday,1.889,35.0,0.132,0.496,48.5
2023-01-13 11:00:00,222.6,119.8,45.0,15.4,248.1,19.5,9.1,18.4,48,Day,Type_C,Standard,Wednesday,1.857,60.4,0.117,0.3,15.0
2023-01-13 12:00:00,205.1,105.0,42.5,11.5,177.3,22.3,4.8,22.5,47,Day,Type_A,Standard,Thursday,1.953,54.0,0.144,0.518,21.4
2023-01-13 13:00:00,208.3,129.9,22.9,12.6,250.7,19.7,12.5,34.5,47,Day,Type_B,Premium,Wednesday,1.604,35.5,0.22,0.126,46.1
2023-01-13 14:00:00,224.0,112.4,29.8,14.9,211.8,23.2,1.1,15.7,65,Night,Type_A,Standard,Monday,1.993,44.6,0.088,0.627,38.0
2023-01-13 15:00:00,222.3,103.7,45.0,10.1,400.0,18.6,8.9,9.7,48,Day,Type_A,Standard,Friday,2.145,55.1,0.061,0.309,15.0
2023-01-13 16:00:00,214.7,123.0,45.0,15.9,241.8,22.1,5.7,6.5,45,Day,Type_A,Standard,Saturday,1.745,60.9,0.042,0.478,15.0
2023-01-13 17:00:00,216.4,101.5,45.0,8.2,160.6,19.3,5.5,13.9,57,Evening,Type_C,Premium,Friday,2.132,53.2,0.083,0.452,15.0
2023-01-13 18:00:00,230.3,115.4,41.8,16.1,235.0,20.6,10.0,41.6,40,Evening,Type_C,Standard,Wednesday,1.996,57.9,0.277,0.265,28.6
2023-01-13 19:00:00,207.9,114.9,36.4,11.1,285.9,19.0,12.9,43.4,55,Day,Type_A,Economy,Thursday,1.81,47.4,0.262,0.1,31.1
2023-01-13 20:00:00,221.6,131.3,25.6,11.4,400.0,22.6,9.5,34.0,56,Evening,Type_A,Standard,Wednesday,1.688,37.0,0.204,0.263,46.7
2023-01-13 21:00:00,212.6,122.1,37.5,8.0,205.0,19.3,12.9,9.0,56,Day,Type_B,Standard,Monday,1.741,45.5,0.054,0.099,20.3
2023-01-13 22:00:00,212.4,114.6,26.6,10.9,152.2,22.0,4.7,27.6,44,Day,Type_A,Standard,Thursday,1.853,37.5,0.179,0.535,48.7
2023-01-13 23:00:00,228.2,127.3,31.4,9.4,312.6,20.2,8.3,26.4,47,Evening,Type_A,Standard,Monday,1.793,40.8,0.168,0.343,39.9
2023-01-14 00:00:00,224.9,135.9,45.0,10.5,161.7,20.7,7.3,20.9,63,Night,Type_A,Premium,Monday,1.656,55.5,0.119,0.351,20.7
2023-01-14 01:00:00,224.8,123.4,33.4,11.7,214.7,21.2,1.2,25.0,57,Day,Type_B,Standard,Saturday,1.822,45.1,0.149,0.66,40.3
2023-01-14 02:00:00,230.7,115.2,32.7,14.4,226.5,19.3,8.8,21.3,62,Night,Type_A,Standard,Monday,2.003,47.0,0.123,0.285,37.8
2023-01-14 03:00:00,215.3,95.3,35.7,12.5,239.6,21.2,10.3,26.0,55,Evening,Type_A,Economy,Sunday,2.258,48.2,0.157,0.229,22.1
2023-01-14 04:00:00,223.2,99.0,45.0,12.8,300.9,23.8,9.3,38.7,44,Day,Type_A,Standard,Thursday,2.254,57.8,0.252,0.297,21.2
2023-01-14 05:00:00,211.3,110.4,24.9,9.3,199.3,19.2,11.3,4.5,48,Evening,Type_B,Standard,Sunday,1.913,34.1,0.028,0.187,31.7
2023-01-14 06:00:00,218.9,105.9,40.2,9.8,225.4,23.1,9.0,42.5,52,Day,Type_C,Standard,Monday,2.068,50.0,0.262,0.296,28.3
2023-01-14 07:00:00,213.4,112.2,45.0,16.5,243.6,23.7,1.9,5.4,45,Night,Type_A,Economy,Thursday,1.902,61.5,0.035,0.675,15.0
2023-01-14 08:00:00,216.2,115.8,35.6,10.2,255.9,19.0,2.6,3.1,53,Night,Type_C,Standard,Wednesday,1.866,45.8,0.019,0.606,20.2
2023-01-14 09:00:00,222.1,122.9,45.0,16.1,252.0,,9.4,113.0,56,Day,Type_C,Standard,Saturday,1.807,61.1,0.678,0.271,23.7
2023-01-14 10:00:00,205.2,113.9,23.3,11.4,278.9,21.2,4.8,95.4,56,Day,Type_C,Economy,Wednesday,1.801,34.7,0.572,0.487,51.1
2023-01-14 11:00:00,240.1,122.3,33.8,12.0,315.2,19.5,2.1,2.9,46,Day,Type_C,Premium,Tuesday,1.963,45.8,0.018,0.661,31.8
2023-01-14 12:00:00,202.9,116.0,27.5,14.7,275.3,24.3,7.0,18.6,41,Day,Type_B,Premium,Saturday,1.75,42.2,0.123,0.423,37.7
2023-01-14 13:00:00,200.4,85.4,35.5,15.2,280.4,20.6,8.8,7.2,60,Day,Type_C,Premium,Wednesday,2.348,50.7,0.042,0.291,15.0
